"","id","timestamp","Date","Time","Number People Out","Number of Mask Wearers","Number of People with No Masks","Portion of Mask Wearers","Portion of No Masks","Country","Postcode","Longtitude","Latitude"
"15","debeb25c-235d-4df0-aa3b-6aaf1cbc3d84","2020-06-20 22:46:43","06/20/2020"," 22:46:43",2180,715,1465,0.327981651376147,0.672018348623853,"Australia","3571",144.282759758128,-36.3442674720159
"16","f061e83b-bfcf-446b-b529-5ddba848a0d6","2020-07-02 14:45:06","07/02/2020"," 14:45:06",634,422,212,0.665615141955836,0.334384858044164,"Australia","3677",146.297054069903,-36.390377093235
"17","79cf3335-4c75-4c2e-aacd-b9b2ee109cdf","2020-07-30 03:53:12","07/30/2020"," 03:53:12",197,181,16,0.918781725888325,0.0812182741116751,"Australia","3677",146.294092292118,-36.3854419285573
"18","0756aa19-c800-4ed2-8b86-c74ce7d6eb41","2020-06-28 23:22:42","06/28/2020"," 23:22:42",1213,529,684,0.436108821104699,0.563891178895301,"Australia","3677",146.341614867452,-36.4008142877927
"19","02111e4e-66ea-424b-ac2e-7e81854e421e","2020-07-17 03:38:05","07/17/2020"," 03:38:05",2128,2053,75,0.964755639097744,0.0352443609022557,"Australia","3677",146.291266813597,-36.3740366536596
"20","0790e79d-1d4f-4b93-99f0-761f4708b7ac","2020-06-23 20:42:16","06/23/2020"," 20:42:16",258,48,210,0.186046511627907,0.813953488372093,"Australia","3677",146.340984704441,-36.3448090589517
"21","de9d711b-866b-4629-ab3a-d774b7b32c39","2020-06-30 15:14:04","06/30/2020"," 15:14:04",1222,923,299,0.75531914893617,0.24468085106383,"Australia","3677",146.314264524985,-36.3853661010164
"22","6802bf16-3c70-46c9-ae10-a0d40fe66b4b","2020-06-13 09:39:35","06/13/2020"," 09:39:35",1020,128,892,0.125490196078431,0.874509803921569,"Australia","3677",146.329578056379,-36.3776473726176
"23","dba98aa8-779c-4bb7-be7e-06567497440a","2020-07-30 11:30:20","07/30/2020"," 11:30:20",2131,1389,742,0.651806663538245,0.348193336461755,"Australia","3677",146.330437086496,-36.3876399832766
"24","055d9677-bbf4-469f-b34e-6faec13ef866","2020-06-08 08:42:58","06/08/2020"," 08:42:58",936,827,109,0.883547008547009,0.116452991452991,"Australia","3677",146.315044086884,-36.3639455859378
"25","5203e632-4bda-4d8d-becb-36c6186236c2","2020-07-22 21:54:04","07/22/2020"," 21:54:04",1023,81,942,0.0791788856304985,0.920821114369501,"Australia","3677",146.306853854184,-36.3516852364288
"26","94bcaf11-130e-42ff-9be9-643f60b2340a","2020-06-10 13:40:06","06/10/2020"," 13:40:06",1201,1144,57,0.952539550374688,0.0474604496253123,"Australia","3677",146.285395265007,-36.3835788165834
"27","dae77c07-837b-48aa-a875-14ee8fa976d2","2020-08-11 18:11:18","08/11/2020"," 18:11:18",2136,1424,712,0.666666666666667,0.333333333333333,"Australia","3677",146.325461730055,-36.3490867037015
"28","7253b01b-1021-4539-916b-976cc4b94222","2020-06-23 15:27:55","06/23/2020"," 15:27:55",424,176,248,0.415094339622642,0.584905660377358,"Australia","3677",146.311969477599,-36.3690492978378
"29","84221bcb-87e3-4902-a4df-8bf7301473e6","2020-06-13 17:30:23","06/13/2020"," 17:30:23",1731,631,1100,0.364529173887926,0.635470826112074,"Australia","3677",146.337463780922,-36.4021078911264
"30","427061a4-6984-4099-b765-8b7060776bb3","2020-06-26 07:52:57","06/26/2020"," 07:52:57",1927,947,980,0.491437467566165,0.508562532433835,"Australia","3677",146.309708421138,-36.3441275789275
"31","65795351-24f9-44f0-a6ef-e33d4424e56d","2020-06-25 04:57:29","06/25/2020"," 04:57:29",342,127,215,0.371345029239766,0.628654970760234,"Australia","3647",145.685018699005,-36.381502906688
"32","b34bd968-d4e6-48c8-a2d9-e6e152847389","2020-06-19 14:06:32","06/19/2020"," 14:06:32",1486,1009,477,0.679004037685061,0.320995962314939,"Australia","3647",145.696405543037,-36.3921285136324
"33","7baae7b0-9370-41a7-9c49-0569817f5b1f","2020-07-16 20:46:39","07/16/2020"," 20:46:39",163,82,81,0.503067484662577,0.496932515337423,"Australia","3647",145.710006785364,-36.4018347261651
"34","bf305c01-a8f9-41a2-a22c-7224080f7afa","2020-07-31 19:58:01","07/31/2020"," 19:58:01",616,482,134,0.782467532467532,0.217532467532468,"Australia","3647",145.704448858447,-36.3958504883609
"35","fd7ea6c6-7ed7-4df9-aaf4-57784b479d16","2020-07-11 03:30:57","07/11/2020"," 03:30:57",1329,1149,180,0.864559819413093,0.135440180586907,"Australia","3647",145.705783770703,-36.3943972136833
"36","1845d0c5-3026-4eda-9efa-ce0e4b19ba6d","2020-07-15 05:03:01","07/15/2020"," 05:03:01",1910,1399,511,0.732460732984293,0.267539267015707,"Australia","3647",145.68271630841,-36.3978860113836
"37","ae2078ff-154d-44a4-8caa-fbc0b673a079","2020-06-26 17:21:10","06/26/2020"," 17:21:10",1859,1792,67,0.963959117805272,0.0360408821947283,"Australia","3647",145.72065261954,-36.3941531295511
"38","8c32d56a-1d8d-4e42-965d-439e0683e0c7","2020-08-03 10:13:56","08/03/2020"," 10:13:56",1852,538,1314,0.290496760259179,0.709503239740821,"Australia","3647",145.688967070145,-36.39394900541
"39","9fe2e99d-1ba5-46ea-ab84-b5565b71db33","2020-07-07 05:29:28","07/07/2020"," 05:29:28",1182,212,970,0.179357021996616,0.820642978003384,"Australia","3647",145.702425886195,-36.4113195820329
"40","a956e42f-52e6-4053-81ae-2d5a428450ea","2020-07-18 17:32:48","07/18/2020"," 17:32:48",2173,298,1875,0.137137597791072,0.862862402208928,"Australia","3647",145.685702308452,-36.3935503534536
"41","c03a9bd4-f94a-405e-ba7b-1334b1151af9","2020-06-21 18:31:00","06/21/2020"," 18:31:00",620,22,598,0.0354838709677419,0.964516129032258,"Australia","3647",145.701973389342,-36.4069487094792
"42","91659ab8-6753-4a86-a155-d0fb99651e1e","2020-06-10 11:07:25","06/10/2020"," 11:07:25",1031,911,120,0.88360814742968,0.11639185257032,"Australia","3647",145.715215980531,-36.3822776525615
"43","8cf6b18a-d111-451d-88b4-749ad5fae72f","2020-08-07 15:24:27","08/07/2020"," 15:24:27",1885,422,1463,0.223872679045093,0.776127320954907,"Australia","3647",145.680641476762,-36.4009735144432
"44","1ed7d52c-3af6-47fa-9560-21dd65939e1a","2020-08-04 18:50:12","08/04/2020"," 18:50:12",1550,31,1519,0.02,0.98,"Australia","3647",145.731057626778,-36.3918337700604
"45","58cecc54-5f93-4624-8d89-c43b386a315d","2020-07-29 18:00:53","07/29/2020"," 18:00:53",752,113,639,0.150265957446809,0.849734042553192,"Australia","3647",145.680604354305,-36.3828237458378
"46","ba88e0b5-0c55-4922-851b-1e8526933aa7","2020-06-07 23:47:48","06/07/2020"," 23:47:48",1620,901,719,0.556172839506173,0.443827160493827,"Australia","3565",144.56198612734,-36.18873780547
"47","07891de2-9f24-410c-83de-99e14bbf6ad2","2020-06-28 16:03:28","06/28/2020"," 16:03:28",1866,560,1306,0.30010718113612,0.69989281886388,"Australia","3565",144.533795577516,-36.1801177683224
"48","bc29450d-42b2-4ebb-9851-f6d86b8af662","2020-07-22 06:48:31","07/22/2020"," 06:48:31",1547,902,645,0.583063994828701,0.416936005171299,"Australia","3565",144.522627435442,-36.1639892561007
"49","7c0b7cc5-4a05-4507-bddc-11e34bfe3600","2020-07-09 17:52:31","07/09/2020"," 17:52:31",871,275,596,0.315729047072331,0.684270952927669,"Australia","3565",144.5078750361,-36.2080234495074
"50","32e0305f-ac66-4a4b-86b0-d5ea66f76a92","2020-07-19 06:00:55","07/19/2020"," 06:00:55",1385,827,558,0.597111913357401,0.402888086642599,"Australia","3565",144.558979793791,-36.206809841744
"51","e67982d9-6bd9-47b4-9451-32aeff7922b9","2020-07-05 21:24:22","07/05/2020"," 21:24:22",1911,1339,572,0.700680272108844,0.299319727891156,"Australia","3565",144.55161902919,-36.1989913235315
"52","d17612ff-b4e8-4a6a-a695-4601bd2ec552","2020-08-05 01:07:23","08/05/2020"," 01:07:23",76,11,65,0.144736842105263,0.855263157894737,"Australia","3565",144.530537510801,-36.1616161477096
"53","d4758370-2d99-4aa7-812c-6128d5aacf60","2020-07-15 14:21:08","07/15/2020"," 14:21:08",1845,1569,276,0.850406504065041,0.149593495934959,"Australia","3565",144.521126771628,-36.1687623002727
"54","a8819be8-d51a-4dbb-b773-543e252979be","2020-07-14 18:50:14","07/14/2020"," 18:50:14",161,93,68,0.577639751552795,0.422360248447205,"Australia","3565",144.544268737392,-36.2177375424973
"55","82135dad-367b-4d1b-843e-4f3a2afb10e9","2020-06-14 20:47:24","06/14/2020"," 20:47:24",228,128,100,0.56140350877193,0.43859649122807,"Australia","3565",144.487728234242,-36.1744251664474
"56","f9e43d4a-c49e-4029-b69a-85ac20102403","2020-08-11 15:45:09","08/11/2020"," 15:45:09",1224,715,509,0.584150326797386,0.415849673202614,"Australia","3565",144.553209444492,-36.2061609539583
"57","4a92831b-3a65-4230-9c4a-d10d0d168d41","2020-06-16 02:49:11","06/16/2020"," 02:49:11",243,223,20,0.917695473251029,0.0823045267489712,"Australia","3565",144.521835860141,-36.2151510014785
"58","84c683fb-16c0-422c-9f58-96a2d7f9aaf1","2020-07-05 15:39:25","07/05/2020"," 15:39:25",136,83,53,0.610294117647059,0.389705882352941,"Australia","3565",144.513005861994,-36.1783167472836
"59","dadc4854-bcb2-4051-9aa6-e79a071b1842","2020-06-22 09:27:05","06/22/2020"," 09:27:05",1606,352,1254,0.219178082191781,0.780821917808219,"Australia","3565",144.546992962233,-36.1617144635617
"60","187ceab7-a963-4183-9841-04dd925f2a32","2020-06-02 19:55:54","06/02/2020"," 19:55:54",587,409,178,0.696763202725724,0.303236797274276,"Australia","3565",144.485803227995,-36.1670946166996
"61","2eee7e34-ec04-4c1a-af15-d4da94f7d06f","2020-07-24 02:19:38","07/24/2020"," 02:19:38",1263,312,951,0.247030878859857,0.752969121140143,"Australia","3419",141.211296077876,-36.287205755312
"62","b4a2e6ff-85bd-40fc-b117-85a030dd76cc","2020-06-20 11:48:38","06/20/2020"," 11:48:38",1187,57,1130,0.0480202190395956,0.951979780960404,"Australia","3419",141.299313996124,-36.552874620904
"63","aa32a5b3-666b-47ff-bcff-800e7a7382bc","2020-08-07 20:20:30","08/07/2020"," 20:20:30",1136,1131,5,0.995598591549296,0.00440140845070425,"Australia","3419",141.243704899988,-36.255722847958
"64","aa3de4dc-c13e-40d2-8a31-40c4a814cf1f","2020-06-22 23:36:16","06/22/2020"," 23:36:16",1802,1386,416,0.769145394006659,0.230854605993341,"Australia","3419",141.174138646527,-36.3247507621132
"65","b0d70f2f-9818-49f8-9f9d-7fdb2a276daf","2020-06-23 02:01:51","06/23/2020"," 02:01:51",892,529,363,0.59304932735426,0.40695067264574,"Australia","3419",141.087905322172,-36.2245532448438
"66","db462b69-d801-4750-9ce3-3f8f8956b6a9","2020-08-09 17:13:29","08/09/2020"," 17:13:29",1012,142,870,0.140316205533597,0.859683794466403,"Australia","3419",141.148544630969,-36.276701400061
"67","a3bebf32-0cd2-4198-accd-700543f79294","2020-06-24 22:14:51","06/24/2020"," 22:14:51",1195,590,605,0.493723849372385,0.506276150627615,"Australia","3419",141.244827641305,-36.5907264832984
"68","295deed2-b497-406d-a111-c48735d2e0a5","2020-08-06 09:29:27","08/06/2020"," 09:29:27",632,390,242,0.617088607594937,0.382911392405063,"Australia","3419",141.354424542431,-36.4297199204522
"69","519d6b91-8408-48d2-a492-0d3e7616cf15","2020-07-06 15:26:22","07/06/2020"," 15:26:22",2060,1715,345,0.83252427184466,0.16747572815534,"Australia","3419",141.234022591509,-36.540115654439
"70","82885d63-b7f6-478c-9770-7839a017deaf","2020-07-25 10:57:43","07/25/2020"," 10:57:43",151,48,103,0.317880794701987,0.682119205298013,"Australia","3419",141.179494666761,-36.2042564268869
"71","79503f35-fc63-4a42-8f2c-aeb8dc762b89","2020-07-29 03:48:53","07/29/2020"," 03:48:53",475,323,152,0.68,0.32,"Australia","3419",141.354623871828,-36.4338265009757
"72","6932e7b6-cbd5-4a2f-8181-c01f7739da0a","2020-07-25 09:04:07","07/25/2020"," 09:04:07",196,37,159,0.188775510204082,0.811224489795918,"Australia","3419",141.196409158188,-36.5614054711408
"73","f00cf7d3-7eaa-46db-9217-7a6ecc46e37a","2020-06-16 21:14:15","06/16/2020"," 21:14:15",1578,926,652,0.586818757921419,0.413181242078581,"Australia","3419",141.161194739926,-36.4449655631051
"74","219d72cb-ad0d-48a3-8cea-4c3a675416d7","2020-06-28 19:05:51","06/28/2020"," 19:05:51",1630,1032,598,0.633128834355828,0.366871165644172,"Australia","3419",141.378439158806,-36.327825830084
"75","486d39d3-dd3a-4713-b23b-b532db082700","2020-07-09 13:30:42","07/09/2020"," 13:30:42",24,5,19,0.208333333333333,0.791666666666667,"Australia","3419",141.267293808824,-36.5257509899628
"76","96f08c86-f11f-4c83-84cc-53385828e10b","2020-06-19 14:17:16","06/19/2020"," 14:17:16",824,702,122,0.851941747572815,0.148058252427185,"Australia","3735",146.579648519541,-36.5745563696373
"77","2d60f447-3935-4b15-a776-04f2042a5bcb","2020-07-12 18:28:56","07/12/2020"," 18:28:56",1032,997,35,0.96608527131783,0.0339147286821705,"Australia","3735",146.653091188749,-36.4527237126151
"78","b11a3dbc-cb98-4332-bb94-e79bf87294e3","2020-06-26 15:18:38","06/26/2020"," 15:18:38",989,399,590,0.403437815975733,0.596562184024267,"Australia","3735",146.651897529428,-36.4599296272002
"79","b47e1825-c6f7-4900-b428-245094ca3ce5","2020-06-02 15:47:12","06/02/2020"," 15:47:12",774,242,532,0.31266149870801,0.68733850129199,"Australia","3735",146.626911951519,-36.4786169852933
"80","5ee8ac1c-8a82-452d-9105-2e1e01fcb6ee","2020-07-29 17:51:00","07/29/2020"," 17:51:00",99,47,52,0.474747474747475,0.525252525252525,"Australia","3735",146.644075625126,-36.4619321630473
"81","c52f1866-1dbc-4ba1-98b9-98aad2d76945","2020-08-04 14:01:01","08/04/2020"," 14:01:01",270,147,123,0.544444444444444,0.455555555555556,"Australia","3735",146.648941719124,-36.5381597787712
"82","241af641-3dc8-4f8d-a199-f6fa6f9901e8","2020-06-12 08:30:21","06/12/2020"," 08:30:21",1549,953,596,0.615235635894125,0.384764364105875,"Australia","3735",146.601021190695,-36.464688244192
"83","91e9376b-b74d-4ff1-8bc5-547745e44c67","2020-07-23 07:27:05","07/23/2020"," 07:27:05",761,381,380,0.50065703022339,0.49934296977661,"Australia","3735",146.622908470079,-36.4751111523111
"84","9f198737-5fe0-421f-add3-45f1d2152a99","2020-07-10 21:34:15","07/10/2020"," 21:34:15",21,16,5,0.761904761904762,0.238095238095238,"Australia","3735",146.619379407729,-36.4897334974738
"85","0647390b-fdce-4343-a6dd-d09c55730102","2020-06-03 00:25:38","06/03/2020"," 00:25:38",1504,1182,322,0.785904255319149,0.214095744680851,"Australia","3735",146.569195807067,-36.6050752432228
"86","91142615-fa11-49dc-9b9c-895b87142ab3","2020-06-12 08:40:44","06/12/2020"," 08:40:44",1206,334,872,0.276948590381426,0.723051409618574,"Australia","3735",146.602758189907,-36.62235991961
"87","05b7d376-735b-4ac5-b008-1231bac87b35","2020-06-07 15:32:57","06/07/2020"," 15:32:57",1954,492,1462,0.2517911975435,0.748208802456499,"Australia","3735",146.637553914517,-36.4774950594947
"88","50c8135f-dc52-49bb-8a30-1aaed39ba5f9","2020-07-17 08:43:10","07/17/2020"," 08:43:10",553,35,518,0.0632911392405063,0.936708860759494,"Australia","3735",146.5564741382,-36.5718322621236
"89","930b93d1-3d9b-4958-aa47-b3cc4dc35ff8","2020-08-06 20:09:29","08/06/2020"," 20:09:29",1008,434,574,0.430555555555556,0.569444444444444,"Australia","3735",146.654621725234,-36.5418530554317
"90","97a50ada-f1c4-4ba6-941e-2352b8819eb6","2020-06-27 17:28:19","06/27/2020"," 17:28:19",1838,1584,254,0.861806311207835,0.138193688792165,"Australia","3735",146.634792886792,-36.4709136711141
"91","e949a955-8316-4874-a6cf-acd1ac2a6899","2020-08-10 14:23:51","08/10/2020"," 14:23:51",2192,1981,211,0.903740875912409,0.0962591240875912,"Australia","3395",142.383972561558,-35.9584579856297
"92","9c5c28f5-7c38-4786-b47e-1a33bbbe747a","2020-06-20 01:54:46","06/20/2020"," 01:54:46",170,114,56,0.670588235294118,0.329411764705882,"Australia","3395",142.443068827156,-35.8940763180305
"93","02ec23c1-0f9c-403b-aa07-d190a43d4033","2020-08-01 03:38:18","08/01/2020"," 03:38:18",1852,941,911,0.508099352051836,0.491900647948164,"Australia","3395",142.298626606304,-36.0246775504571
"94","32e7b9cb-cc52-49ff-9fba-58353d257761","2020-06-04 08:06:15","06/04/2020"," 08:06:15",2158,2004,154,0.928637627432808,0.0713623725671918,"Australia","3395",142.600807605093,-35.979061559066
"95","966518bf-fd60-46fb-a779-2495c5f77fcc","2020-07-25 06:50:35","07/25/2020"," 06:50:35",1556,820,736,0.526992287917738,0.473007712082262,"Australia","3395",142.581775737137,-35.880283827008
"96","f033abce-dd18-4a15-8d5d-38934684966f","2020-06-12 01:50:36","06/12/2020"," 01:50:36",1224,686,538,0.560457516339869,0.439542483660131,"Australia","3395",142.562531469525,-35.9988019302057
"97","65c3a7a6-fc0e-4f51-aa36-bd378eb8cbba","2020-07-31 22:01:06","07/31/2020"," 22:01:06",2175,1335,840,0.613793103448276,0.386206896551724,"Australia","3395",142.398661457252,-35.8776126920118
"98","c33a28cd-e6bd-4edb-8a5e-852638766436","2020-07-28 21:06:08","07/28/2020"," 21:06:08",831,451,380,0.542719614921781,0.457280385078219,"Australia","3395",142.478828242509,-35.8175681134967
"99","5a5f8bba-7d4b-4e96-bf03-1d1bc18bbb57","2020-07-06 01:17:40","07/06/2020"," 01:17:40",2112,252,1860,0.119318181818182,0.880681818181818,"Australia","3395",142.445887928336,-35.965947479491
"100","86a4b527-98f8-4bee-8ecb-46b41f42ed5f","2020-06-26 00:58:14","06/26/2020"," 00:58:14",776,413,363,0.532216494845361,0.467783505154639,"Australia","3395",142.528268788055,-36.002523850933
"101","998599fa-7ab9-4bb3-8db2-5e7a4705f345","2020-07-26 10:15:35","07/26/2020"," 10:15:35",915,679,236,0.74207650273224,0.25792349726776,"Australia","3395",142.578617561091,-35.8870010300421
"102","b248f1ec-e900-4605-be07-7ab9336b1a99","2020-06-26 16:49:15","06/26/2020"," 16:49:15",1622,1398,224,0.86189889025894,0.13810110974106,"Australia","3395",142.226371733884,-35.9952339195213
"103","85098b3c-99fa-480a-aa63-ff2d5a3e92fa","2020-06-05 15:13:40","06/05/2020"," 15:13:40",274,94,180,0.343065693430657,0.656934306569343,"Australia","3395",142.191612809372,-35.9011563112996
"104","ded25981-fa52-4664-9ad9-5e0a686fa25f","2020-07-03 09:18:49","07/03/2020"," 09:18:49",840,10,830,0.0119047619047619,0.988095238095238,"Australia","3395",142.376464553095,-35.9413851078053
"105","c225134f-7957-4ab2-86e6-d67df61efdf7","2020-06-29 15:00:05","06/29/2020"," 15:00:05",970,377,593,0.388659793814433,0.611340206185567,"Australia","3395",142.404911086778,-35.8547476949716
"106","1aa0bd72-c7f3-41d4-bad1-f25050efd15d","2020-06-21 01:15:55","06/21/2020"," 01:15:55",1599,451,1148,0.282051282051282,0.717948717948718,"Australia","3567",144.280802129618,-35.9777860615157
"107","b41380a0-eeca-4d04-a4bd-ae82ee7f84e2","2020-08-13 05:51:38","08/13/2020"," 05:51:38",810,535,275,0.660493827160494,0.339506172839506,"Australia","3567",144.242589520999,-35.9129147309223
"108","ead9623d-3e9f-4dc2-a915-8c4088a29b65","2020-07-11 09:40:08","07/11/2020"," 09:40:08",1811,841,970,0.464384318056322,0.535615681943677,"Australia","3567",144.274901052712,-35.8818465786811
"109","f3f61646-bed5-4b4b-833b-5ba9b2681d8c","2020-08-08 23:44:43","08/08/2020"," 23:44:43",2154,1349,805,0.62627669452182,0.37372330547818,"Australia","3567",144.375152771883,-35.8434675917207
"110","72bed61c-9f46-4b2e-946a-66e1d587551c","2020-06-22 18:33:22","06/22/2020"," 18:33:22",1563,631,932,0.403710812539987,0.596289187460013,"Australia","3567",144.356377202931,-35.8860938029819
"111","2fe7733d-421c-4071-9e08-c37030bcc3f2","2020-06-07 04:45:04","06/07/2020"," 04:45:04",2103,228,1875,0.108416547788873,0.891583452211127,"Australia","3567",144.230694755921,-35.9785470841479
"112","8f62b0b4-c45c-41fe-9d48-d77a92338380","2020-06-12 14:36:42","06/12/2020"," 14:36:42",2036,426,1610,0.209233791748527,0.790766208251473,"Australia","3567",144.332755494553,-35.8900720257256
"113","dc8b16db-f5f5-4d85-8721-68307ede7136","2020-06-26 18:21:55","06/26/2020"," 18:21:55",1638,121,1517,0.0738705738705739,0.926129426129426,"Australia","3567",144.252605105519,-35.8898160804107
"114","1e7c16c1-df7d-4704-8bb9-763180a3e679","2020-07-24 23:09:51","07/24/2020"," 23:09:51",1233,1042,191,0.845093268450933,0.154906731549067,"Australia","3567",144.203230395227,-35.8998287492422
"115","112e41d1-e17b-4e23-9377-2f10942077c5","2020-07-24 14:31:08","07/24/2020"," 14:31:08",1956,1922,34,0.982617586912065,0.0173824130879345,"Australia","3567",144.329487806457,-35.918957026342
"116","79afe35e-0cd2-4105-8051-dfb17d93637e","2020-08-02 07:29:16","08/02/2020"," 07:29:16",153,121,32,0.790849673202614,0.209150326797386,"Australia","3567",144.265058467275,-35.9862833634418
"117","9e39e120-2181-4c78-bd30-41dd6101dafa","2020-07-14 09:36:07","07/14/2020"," 09:36:07",866,338,528,0.390300230946882,0.609699769053118,"Australia","3567",144.243203439248,-35.9812621385437
"118","f7a092d8-30eb-4000-b950-3591224c674c","2020-08-12 01:03:18","08/12/2020"," 01:03:18",1586,1273,313,0.802648171500631,0.197351828499369,"Australia","3567",144.209115262334,-35.8659896185268
"119","b785d5cb-ea45-44e0-9014-449518ce591f","2020-07-24 01:36:22","07/24/2020"," 01:36:22",1592,271,1321,0.170226130653266,0.829773869346734,"Australia","3567",144.33617107818,-35.8711564036859
"120","170d7895-0336-431f-b59e-4dde9c37bdd4","2020-08-09 19:02:44","08/09/2020"," 19:02:44",2084,1857,227,0.891074856046065,0.108925143953935,"Australia","3567",144.230766474917,-35.8838094932445
"121","5d90166a-348c-4b3d-b2cf-1a6e38af50fd","2020-07-10 18:23:20","07/10/2020"," 18:23:20",758,27,731,0.0356200527704486,0.964379947229551,"Australia","3420",141.157240915592,-36.1585615852974
"122","729a0bd5-5c8a-4326-8353-275e99925920","2020-06-22 18:16:03","06/22/2020"," 18:16:03",1235,753,482,0.609716599190283,0.390283400809717,"Australia","3420",141.15610799815,-36.0236634877786
"123","eb59907d-7a03-4ff1-a5b0-b9ea947ee5eb","2020-06-09 07:35:05","06/09/2020"," 07:35:05",870,804,66,0.924137931034483,0.0758620689655173,"Australia","3420",141.078498287701,-36.0472301400343
"124","dfbf4429-e4c3-4dfc-a192-b430a145292b","2020-07-18 21:35:38","07/18/2020"," 21:35:38",798,239,559,0.299498746867168,0.700501253132832,"Australia","3420",141.181171499142,-36.6155400819914
"125","af9e844c-3a4a-4286-b07f-041d8a64516f","2020-06-23 09:14:10","06/23/2020"," 09:14:10",40,23,17,0.575,0.425,"Australia","3420",141.037241881383,-36.5094313873911
"126","06e60b7a-99fe-4120-ad80-2f0adbf4853e","2020-06-10 17:17:26","06/10/2020"," 17:17:26",1499,311,1188,0.207471647765177,0.792528352234823,"Australia","3420",141.216667012083,-36.6219641420634
"127","abcdb4a2-0777-47cb-be90-da279816dfb3","2020-08-01 09:29:15","08/01/2020"," 09:29:15",620,388,232,0.625806451612903,0.374193548387097,"Australia","3420",141.101619471638,-36.3020568710337
"128","57015cad-18ac-459b-ba4d-f572edd7e747","2020-07-25 07:49:16","07/25/2020"," 07:49:16",105,60,45,0.571428571428571,0.428571428571429,"Australia","3420",140.97432730322,-36.2521044458073
"129","f3e42667-4799-4e99-9da6-116d1fdbb7dd","2020-06-29 01:11:00","06/29/2020"," 01:11:00",351,57,294,0.162393162393162,0.837606837606838,"Australia","3420",141.210344303506,-36.1195889820692
"130","6c811a2a-2e18-4c06-8992-3cbb04418288","2020-06-16 15:32:23","06/16/2020"," 15:32:23",990,112,878,0.113131313131313,0.886868686868687,"Australia","3420",140.995198583686,-35.8806871592435
"131","11aa2970-c02e-41f2-ac61-e8987c389ab7","2020-08-12 16:18:59","08/12/2020"," 16:18:59",1164,200,964,0.171821305841924,0.828178694158076,"Australia","3420",141.09654053254,-36.3765263664588
